cliente;cpf_cnpj;uf;porte_do_cliente;natureza_do_cliente;setor_cnae;data_da_contratacao;valor_desembolsado_reais;juros;prazo_amortizacao_meses;situacao_da_operacao
VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A;**.*73.000/0001-**; MG;GRANDE;PRIVADA;COMERCIO E SERVICOS;2019-02-12;50400,0;3,93;54;LIQUIDADA
PE12 TRANSPORTES LTDA;**.*70.293/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2021-02-10;14000,0;7,65;60;LIQUIDADA
IBC IND BRASILEIRA DE CONDUTORES LTDA;**.*82.806/0001-**; PE;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2007-05-08;73000,0;5,8;36;LIQUIDADA
ROTA 90 LOGISTICA, TRANSPORTES E ARMAZENS GERAIS LTDA;**.*65.630/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-08-29;63720,0;3,9;57;LIQUIDADA
PADOIN & CUNHA LTDA;**.*44.133/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2014-03-26;157500,0;6,0;57;LIQUIDADA
JSL S.A.;**.*48.435/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2018-11-14;148000,0;3,85;54;LIQUIDADA
BANCO DO ESTADO DO RIO GRANDE DO SUL SA;**.*02.067/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2002-05-06;15000,0;4,0;60;LIQUIDADA
TRES BARRAS ADMINISTRACAO DE IMOVEIS LTDA;**.*67.292/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-07-13;55500,0;3,9;45;LIQUIDADA
FAZENDA MARINHA ATLANTICO SUL LTDA EPP;**.*06.248/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-06-01;64000,0;10,0;66;LIQUIDADA
DISTRIBUIDORA DE ALIMENTOS GALDINO LTDA;**.*08.024/0001-**; PB;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2012-06-08;132300,0;4,9;45;LIQUIDADA
TRATORMAQ - CONSTRUCOES E TERRAPLENAGENS LTDA;**.*37.336/0001-**; PB;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2012-12-05;200000,0;2,5;96;LIQUIDADA
A J POCAS E CIA LTDA;**.*79.518/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2008-06-18;228200,0;4,6;48;LIQUIDADA
ALBANA TRANSPORTES LTDA;**.*17.742/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-06-15;120600,0;4,5;69;LIQUIDADA
LAURO MULLER & CIA LTDA ME;**.*90.382/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-12-27;124000,0;4,0;114;LIQUIDADA
J. SILVA R. DA SILVA;**.*55.440/0001-**; MA;MICRO;PRIVADA;COMERCIO E SERVICOS;2015-09-18;12207,0;19,14;57;LIQUIDADA
TRANSPORTES BORGO S/A;**.*46.899/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2011-04-06;213500,0;2,9;54;LIQUIDADA
A.TONANNI CONSTRUCOES E SERVICOS LTDA;**.*83.954/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2016-07-15;92400,0;6,0;54;LIQUIDADA
ZIMBRAO COMERCIO DE HORTIGRANJEIROS LTDA;**.*93.321/0001-**; RJ;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-09-11;173800,0;4,0;57;LIQUIDADA
JOZIANE APARECIDA DE GOES DA SILVA LTDA;**.*64.854/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2021-02-26;10000,0;11,58;60;LIQUIDADA
PH INTRALOGISTICA E SERVICOS LTDA;**.*60.255/0001-**; MG;GRANDE;PRIVADA;COMERCIO E SERVICOS;2015-02-05;48002,0;5,2;42;LIQUIDADA
GAAP LOCACAO DE BENS LTDA;**.*07.587/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2017-11-10;250400,0;5,5;57;LIQUIDADA
AURELIO GOETTEMS;**.*72.823/0001-**; RS;GRANDE;PRIVADA;COMERCIO E SERVICOS;2011-10-19;62400,0;4,4;57;LIQUIDADA
AGUAS DO PARAIBA SA;**.*80.003/0001-**; RJ;GRANDE;PRIVADA;COMERCIO E SERVICOS;2016-11-01;276675,0;4,5;36;LIQUIDADA
TRANSPORTES PADROEIRO LTDA;**.*01.623/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2024-05-20;807500,0;14,85;48;ATIVA
J R TRANSPORTES DE FLORES LTDA;**.*35.618/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2009-10-28;189000,0;4,5;57;LIQUIDADA
AUTO POSTO PRA LTDA;**.*90.517/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2005-06-27;46278,0;8,0;42;LIQUIDADA
AGNALDO FRANCISCO DE OLIVERIA E CIA LTDA.;**.*71.271/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-05-11;10850,0;5,4;57;LIQUIDADA
OSVALDO MENDES & CIA LTDA;**.*27.010/0001-**; PI;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2013-01-04;548000,0;2,5;54;LIQUIDADA
LATICINIO DEALE LTDA;**.*00.830/0001-**; RS;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2018-06-28;237500,0;5,87;57;LIQUIDADA
PP COMERCIAL DE AVIAMENTO LTDA;**.*93.742/0001-**; CE;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2012-05-31;300000,0;5,08;30;LIQUIDADA
PAPELARIA SEMADRI LTDA - EPP;**.*67.726/0001-**; RJ;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-04-13;100000,0;5,5;54;LIQUIDADA
SCHEFFER & CIA LTDA;**.*33.767/0001-**; MT;GRANDE;PRIVADA;AGROPECUÁRIA E PESCA;2019-05-10;695700,0;9,5;84;LIQUIDADA
AR SERVICOS DE SILAGEM LTDA;**.*82.838/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2025-11-25;100000,0;18,02;60;ATIVA
R GUTEMBERG OLIVEIRA JUNIOR & CIA LTDA - ME;**.*80.641/0001-**; MA;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2018-04-06;200000,0;6,47;57;LIQUIDADA
IC TRANSPORTES LTDA.;**.*71.213/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2020-12-07;2695000,0;2,95;57;LIQUIDADA
S.B.EXTRACAO E COMERCIO DE ARGILA LTDA EPP;**.*84.694/0001-**; SP;MICRO;PRIVADA;INDUSTRIA EXTRATIVA;2011-11-01;346500,0;6,5;57;LIQUIDADA
SERRA MAR GRANITOS LTDA;**.*83.560/0001-**; ES;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2003-02-24;137790,0;5,5;42;LIQUIDADA
MEDEIROS PAI E FILHO LTDA;**.*25.866/0001-**; RJ;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2020-08-04;400000,0;9,25;36;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; MG;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2010-02-05;136500,0;6,75;12;LIQUIDADA
MXM GRAFICA E EMBALAGENS LTDA;**.*58.606/0001-**; PE;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2011-12-08;150000,0;5,95;6;LIQUIDADA
F . P . CONSTRUTORA  LTDA;**.*60.680/0001-**; AL;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2010-12-22;549000,0;8,0;57;LIQUIDADA
GERDAU ACOS LONGOS S.A.;**.*58.761/0001-**; CE;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-06-18;98755,0;5,5;12;LIQUIDADA
PESCADOR COMERCIO E TRANSPORTES DE GAS LTDA;**.*05.692/0001-**; RS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2009-11-10;50498,0;7,0;54;LIQUIDADA
JORGE APARECIDO ESCUDEIRO TRANSPORTE-ME;**.*38.859/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2014-09-16;125000,0;6,0;57;LIQUIDADA
SENSUS TECNOLOGIA LTDA;**.*30.521/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2025-11-12;250000,0;21,8;36;ATIVA
CONSTRUTORA SOMA LTDA;**.*88.713/0001-**; AM;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2005-08-25;535500,0;11,55;15;LIQUIDADA
MANCUZO E BESSA TRANSPORTES LTDA;**.*33.858/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2015-08-24;21500,0;18,33;57;LIQUIDADA
SILVANA CASTILHO LUCAS;**.*44.376/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2024-04-25;13000,0;11,92;26;ATIVA
BARRO E GORRIZ LTDA;**.*46.441/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2024-03-28;50000,0;13,05;119;ATIVA
R SIMBRA DISTRIBUIDORA CONSTRUCOES E REFORMAS LTDA;**.*21.931/0001-**; RJ;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2019-06-27;920000,0;5,98;45;LIQUIDADA
MARMORARIA PEDRA BONITA LTDA                 (00647649);**.*47.649/0001-**; RS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2026-03-17;10000,0;16,2;36;ATIVA
PICCOLOTUR TRANSPORTES TURISTICOS LTDA;**.*84.681/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2007-01-04;366000,0;2,8;60;LIQUIDADA
L. D. FERNANDES TRANSPORTES ROD. LTDA - ME;**.*45.563/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-08-01;173700,0;5,5;57;LIQUIDADA
YOKOTA PESCADOS LTDA;**.*07.140/0001-**; SP;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2022-05-12;590000,0;15,81;58;LIQUIDADA
AGROPECUARIA MARGARIDA LTDA;**.*86.735/0001-**; MT;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2015-12-29;1313171,0;7,0;72;LIQUIDADA
AUTO POSTO NOSSA SENHORA DE FATIMA LTDA;**.*35.356/0001-**; TO;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2017-02-01;500000,0;13,0;48;LIQUIDADA
TRANSPORTADORA TRANSPIACATU LTDA ME;**.*29.485/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2010-08-25;66000,0;4,7;57;LIQUIDADA
BANCO DO ESTADO DO RIO GRANDE DO SUL SA;**.*02.067/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2002-06-21;1500,0;4,0;60;ATIVA
CARLOS ALBERTO MINOSSO 86763601972;**.*63.152/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2022-03-04;87000,0;30,05;57;LIQUIDADA
HELENA Z DARTORA ME;**.*02.146/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-12-28;116000,0;2,5;57;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2005-06-16;5000,0;8,75;12;LIQUIDADA
P S S GUINDASTES E TRANSPORTES;**.*87.657/0001-**; RJ;MICRO;PRIVADA;COMERCIO E SERVICOS;2015-03-06;154000,0;9,5;57;LIQUIDADA
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;**.*16.560/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2006-12-14;36000,0;7,25;60;LIQUIDADA
LUIS ALBERTO DA SILVA JARDIM;**.*00.845/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-03-20;138600,0;2,5;54;LIQUIDADA
N.S ADMINISTRADORA LTDA;**.*69.577/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2025-09-09;60000,0;15,9;48;ATIVA
WOLLMANN E CIA. LTDA.;**.*68.200/0001-**; RS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2010-09-16;90727,0;5,5;108;LIQUIDADA
WJM TRANSPORTES LTDA ME;**.*09.096/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-08-29;51850,0;6,9;45;LIQUIDADA
REAL TRANSPORTES URBANOS LTDA;**.*46.209/0001-**; AL;GRANDE;PRIVADA;COMERCIO E SERVICOS;2011-05-16;104000,0;4,5;78;LIQUIDADA
TRANSPORTES WAMAG LTDA;**.*85.642/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2013-04-12;250000,0;3,0;54;LIQUIDADA
SERRARIA SANTANNA LTDA;**.*06.458/0001-**; ES;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2025-01-22;262000,0;21,12;48;ATIVA
LSR TRANSPORTES E SERVICOS LTDA;**.*28.318/0001-**; BA;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-12-01;45500,0;8,0;57;LIQUIDADA
ALINE DE SOUZA SILVEIRA;**.*66.725/0001-**; RS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2022-11-24;66000,0;20,04;56;ATIVA
VPS DISTRIBUIDORA DE HORTIFRUTIGRANJEIRO LTDA;**.*39.422/0001-**; GO;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2024-12-03;7500,0;18,18;36;ATIVA
AUTO POSTO RODAGEM;**.*14.040/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-12-10;178480,0;2,5;66;LIQUIDADA
IMBAUBA LATICINIOS LTDA;**.*97.785/0001-**; MS;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2010-08-23;44000,0;5,5;69;LIQUIDADA
ROMI S.A.;**.*20.428/0001-**; MT;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-06-14;122128,0;5,5;45;LIQUIDADA
MAAS SERVICOS LTDA;**.*38.735/0001-**; GO;GRANDE;PRIVADA;COMERCIO E SERVICOS;2026-01-30;700000,0;3,07;78;ATIVA
SUPORT PARTS COMERCIO ELETRONICO DE PECAS E ACESSORIOS;**.*48.476/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2017-12-01;80000,0;12,5;32;LIQUIDADA
EMANOEL DE ARAUJO ACIOLI EMPREENDIMENTOS ME;**.*18.845/0001-**; AL;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-04-18;15000,0;5,5;36;LIQUIDADA
MULTILOG BRASIL S.A.;**.*26.977/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2006-04-27;113199,0;5,5;48;LIQUIDADA
CESA S/A;**.*67.862/0001-**; BA;GRANDE;PRIVADA;COMERCIO E SERVICOS;2009-12-17;42000,0;6,0;54;LIQUIDADA
RODRIGO NODARI;**.*57.477/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-07-25;32000,0;5,5;57;LIQUIDADA
TENCO ENGENHARIA LTDA;**.*02.606/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2014-09-17;200025,0;6,0;45;LIQUIDADA
BF - COMERCIO E TRANSPORTES DE MADEIRA LTDA;**.*91.105/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2025-01-14;950000,0;5,49;33;ATIVA
52.128.585 CLEBERSON JOSE BUSO;**.*28.585/0001-**; MT;MICRO;PRIVADA;COMERCIO E SERVICOS;2025-11-10;40000,0;18,1;60;ATIVA
BANCO COOPERATIVO SICREDI S.A.;**.*81.521/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2005-11-24;11700,0;3,0;72;LIQUIDADA
JOAB B DE CARVALHO ME;**.*79.185/0001-**; RR;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-08-29;7662,0;5,4;57;LIQUIDADA
CONSTRUTORA AJAS LTDA;**.*39.450/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2007-02-02;140400,0;4,5;33;LIQUIDADA
CEZINALDO OLIVEIRA DANTAS;**.*10.314/0001-**; MA;MICRO;PRIVADA;COMERCIO E SERVICOS;2009-12-22;184600,0;4,5;33;LIQUIDADA
AM TRANSPORTES E LOGISTICA LTDA - ME;**.*00.015/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-12-17;290000,0;2,5;54;LIQUIDADA
TORNADO OPERADOR LOGISTICO LTDA;**.*65.030/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-04-11;85050,0;3,9;57;LIQUIDADA
M. I. CHARANTOLA SILVA - ME;**.*93.002/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-01-04;9000,0;2,5;57;LIQUIDADA
BANCO COOPERATIVO SICREDI S.A.;**.*81.521/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2010-01-29;69776,0;2,0;108;LIQUIDADA
EXPRESSO 9002 TRANSPORTES LTDA EPP;**.*05.136/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2003-02-27;81900,0;5,0;36;LIQUIDADA
MDB INDUSTRIA ALIMENTICIA LTDA;**.*57.968/0001-**; SC;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2003-07-23;95071,0;6,0;24;LIQUIDADA
JULIANA SABRINA LOEWE DE MOURA 03318339059;**.*34.254/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2022-12-22;30000,0;13,8;120;LIQUIDADA
SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;**.*88.415/0001-**; RS;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2011-10-13;165600,0;3,4;33;LIQUIDADA
ASAEL ASSESSORIA E CONSULTORIA EM TELECOMUNICACAO LTDA;**.*03.622/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2025-03-13;200000,0;5,0;24;ATIVA
BENEVIDES MADEIRAS LTDA;**.*78.503/0001-**; PA;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2018-11-16;522282,0;9,03;45;LIQUIDADA
FRANK EQUIPAMENTOS LTDA;**.*02.080/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2013-04-04;227000,0;3,0;57;LIQUIDADA
SUDESTE TRANSPORTES COLETIVOS LTDA;**.*75.625/0001-**; RS;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2008-05-21;305550,0;5,0;60;LIQUIDADA
BRASIF RENTAL S/A;**.*66.945/0001-**; MG;GRANDE;PRIVADA;COMERCIO E SERVICOS;2008-04-18;3570671,0;3,3;54;LIQUIDADA
COMERCIAL BONTRATO LTDA ME;**.*71.067/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2005-09-16;66400,0;1,01;24;LIQUIDADA
TRANSVALENTE LOGISTICA LTDA;**.*25.968/0001-**; BA;GRANDE;PRIVADA;COMERCIO E SERVICOS;2012-07-11;972000,0;5,5;54;LIQUIDADA
COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA;**.*01.771/0001-**; SC;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2009-05-18;27300,0;2,0;120;LIQUIDADA
T BONE TRANSPORTE LTDA;**.*34.985/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-08-09;17070,0;3,08;33;LIQUIDADA
CONSTRUTORA COLARES LINHARES S A;**.*68.496/0001-**; RJ;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2009-12-21;185000,0;4,5;54;LIQUIDADA
DUROLINE S.A.;**.*95.288/0001-**; RS;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2011-01-31;20606,0;5,5;96;LIQUIDADA
FLASAN COMERCIAL E INDUSTRIA DE PERFIS DE ACO LTDA.;**.*84.277/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2012-06-28;103950,0;5,5;96;LIQUIDADA
COOPERATIVA LANGUIRU LTDA;**.*74.160/0001-**; RS;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2014-10-31;3950235,0;2,0;96;LIQUIDADA
CONSTRUTORA CENTRO LESTE S/A;**.*55.735/0001-**; GO;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2005-09-28;211500,0;13,95;36;LIQUIDADA
FAMA COLHEITAS LTDA;**.*88.272/0001-**; GO;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2019-05-28;295200,0;4,46;66;LIQUIDADA
PIRAMIDE ASSISTENCIA TECNICA SS LTDA;**.*60.822/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2012-02-14;199216,0;3,5;54;LIQUIDADA
TRANSPORTADORA KATIAS LTDA;**.*26.849/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2003-10-13;33000,0;8,0;36;LIQUIDADA
REAL AUTO ONIBUS LTDA;**.*95.346/0001-**; RJ;GRANDE;PRIVADA;COMERCIO E SERVICOS;2016-08-24;105203,0;6,3;48;LIQUIDADA
TEXTIL H CARVALHO LTDA;**.*13.872/0001-**; SP;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2011-02-02;235746,0;5,5;54;LIQUIDADA
A. A TRANSPORTES DE CARGAS MIRANDOPOLIS;**.*80.443/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-10-26;180000,0;2,5;66;LIQUIDADA
OESTE CENTER ALINHAMENTOS LTDA;**.*77.660/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2026-05-11;10000,0;18,69;48;ATIVA
ALCAR TRANSPORTE LTDA;**.*90.897/0001-**; TO;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2026-05-13;954000,0;19,02;48;ATIVA
R N FERNANDES BASTOS ME;**.*17.877/0001-**; CE;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-01-16;132000,0;3,0;57;LIQUIDADA
GERDAU ACOS LONGOS S.A.;**.*58.761/0001-**; MG;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2007-07-02;185807,0;3,1;12;LIQUIDADA
J. FLORENCIO AVICULTURA LTDA;**.*12.421/0001-**; PE;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2009-08-24;99800,0;4,0;33;LIQUIDADA
MINIMERCADO VENDE TUDO LTDA - ME;**.*77.175/0001-**; RJ;MICRO;PRIVADA;COMERCIO E SERVICOS;2015-12-18;30000,0;6,5;48;LIQUIDADA
GNATUS EQUIPAMENTOS MEDICO ODONTOLOGICOS S/A;**.*15.119/0001-**; SP;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2005-09-20;289602,0;4,5;48;LIQUIDADA
RODAN EXPRESS TRANSPORTES ESPECIALIZADOS LTDA;**.*64.692/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2017-06-29;92800,0;6,1;42;LIQUIDADA
CLEALCO ACUCAR E ALCOOL S/A  EM RECUPERACAO JUDICIAL;**.*83.450/0001-**; SP;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2004-12-21;80784,0;14,0;54;LIQUIDADA
SUZANMI - BAZAR E PAPELARIA LTDA;**.*78.486/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2018-12-06;1000000,0;5,82;48;LIQUIDADA
UNIAO RESGATE E LOGISTICA EIRELI;**.*52.251/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2013-03-15;105000,0;3,0;57;LIQUIDADA
SUPERMERCADOS FEIRA NOVA LTDA;**.*25.319/0001-**; RJ;GRANDE;PRIVADA;COMERCIO E SERVICOS;2013-01-15;666000,0;2,5;57;LIQUIDADA
CSA COMERCIAL SERRANA DE ASFALTO LTDA;**.*75.545/0001-**; RS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2010-09-06;132000,0;8,0;54;LIQUIDADA
MR & LAMY PLAST.IND E COM DE PLASTICOS LTDA;**.*45.463/0001-**; SP;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-10-24;102000,0;2,5;24;LIQUIDADA
LEITE & LEAL LTDA;**.*39.575/0001-**; BA;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2010-10-28;178000,0;8,0;86;LIQUIDADA
COOPERATIVA AGRICOLA DE UNAI LTDA;**.*99.489/0001-**; MG;GRANDE;PRIVADA;AGROPECUÁRIA E PESCA;2011-11-17;804992,0;8,7;96;LIQUIDADA
CENTRO DE FORMACAO DE CONDUTORES LIDER LTDA  (23630641);**.*30.641/0001-**; GO;MICRO;PRIVADA;COMERCIO E SERVICOS;2025-01-24;8500,0;19,89;10;LIQUIDADA
MATEUS SUPERMERCADOS S.A.;**.*95.515/0001-**; MA;GRANDE;PRIVADA;COMERCIO E SERVICOS;2025-11-17;79146,0;1,71;96;ATIVA
VALDEMAR MANSUETO ZANELLA TRANSPORTES LTDA;**.*90.086/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2024-03-14;930000,0;15,26;45;LIQUIDADA
BANCO DO ESTADO DO RIO GRANDE DO SUL SA;**.*02.067/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-06-17;120000,0;8,75;36;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2005-09-23;34997,0;8,75;54;LIQUIDADA
JR. COMERCIAL LTDA;**.*55.868/0001-**; PA;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2009-09-18;21600,0;7,0;21;LIQUIDADA
RIBEIRO & SEIDEL TRANSPORTES DE CARGAS LTDA;**.*02.491/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2025-08-14;7000,0;1,51;100;ATIVA
COMPANHIA DE CANETAS COMPACTOR;**.*42.555/0001-**; RJ;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2014-10-31;104000,0;6,0;57;LIQUIDADA
PRIMAPLAST PLASTICO LTDA;**.*94.876/0001-**; RJ;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2004-05-21;23712,0;11,83;36;LIQUIDADA
EXATA RADIOLOGIA ODONTOLOGICA LTDA ME;**.*18.497/0001-**; RJ;MICRO;PRIVADA;COMERCIO E SERVICOS;2015-04-28;180900,0;7,0;57;LIQUIDADA
SARA MOVEIS COMERCIO LTDA;**.*62.701/0001-**; MA;MICRO;PRIVADA;COMERCIO E SERVICOS;2015-01-30;32640,0;3,9;57;LIQUIDADA
EMPRESA DE BEBIDAS ASSIS;**.*86.142/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2014-10-08;107550,0;6,0;54;LIQUIDADA
CANTINHO NORDESTINO JUNDIAPEBA LTDA;**.*07.056/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2026-02-05;50000,0;27,13;57;ATIVA
TRANSPORTES LITWIN LTDA;**.*36.770/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-03-31;138950,0;2,31;57;LIQUIDADA
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;**.*16.560/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2006-05-12;5125,0;3,0;60;LIQUIDADA
